序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
786,11,guilty,0,adj.（of)有罪的，内次的,有罪的；内次的
787,11,recognition,0,"nm认出,辩计承认",认出；承认
788,11,recognize,0,v.认出，识别;承认，认可;明白，认识到,认出；承认；认可
789,11,recommend,0,vt.推荐，称赞，劝告，建议,推荐；建议
790,11,recover,0,v.追回，重新得到，人恢复，康复,重新得到；恢复；康复
791,11,recovery,0,nm.恢复，学;重区,恢复；痊愈
792,11,recruit,0,v.招募（新兵)，招收（新成员)nm.新兵，新成员,招募；招收；新兵
793,11,sell,0,v.出让，转让;出售，售卖nm.让人失望的东西,出售
794,11,send,0,v.发送，传达，转致，派遗，打发，安排去，使快速移动，使做出（某种反应);使表现出（某种行为),发送；派遭
795,11,senior,0,adj.年长的，资格老的，地位较高的，（（比赛)成人的;高水平的n.（大学)四年级学生，毕业班学生;较年长的人，比…大…岁的人;上级，上司,年长的；资格老的；地位较高的；毕业班学生
796,11,smart,0,adj.聪明的，伶俐的，有力的，猛烈的，帅气的，整齐的，漂亮的，时拨的v.（使)剧痛，（（使)刺痛,聪明的
797,11,smell,0,n.气味，臭味，嗅觉v.噢，闻到，有某种气味,气味；嗅觉；闻到；有某种气味
798,11,soak,0,"v.湿透，浸湿，浸海，渗透,涂入",湿透；浸泡
799,11,soar,0,vi.高飞，萌翔，符立，飞涨猛增，剧增_n.高飞范围，高涨程度，高飞，飞升,飞涨；猛增；剧增
800,11,sociable,0,adj.好交际的，友善的，合群的n.联证会，联欢会,好交际的；合群的
801,11,social,0,adj.社会的，交际的,社会的；交际的
802,11,socialism,0,n.社会主义,社会主义
803,11,society,0,n.社会社团，协会，学会,社会
804,11,sociology,0,n.社会学,社会学
805,11,soluble,0,adj.可溶的,
806,11,solution,0,"解答，解决办法;浴液,深解",解决办法；溶解
807,11,solve,0,vt.解答，解决,解答；解决
808,11,detach,0,vt.拆卸，(from)使分开，使分离,拆外；使分开；使分离
809,11,detail,0,n.细节，详情vt.详述,细节；详情；详述
810,11,detain,0,vt.掏留，扣押，留住，耽搁,拘留；耽搁
811,12,shadow,0,n.影子，阴影，暗处，阴暗，虚幻的事物，失去实质的事物，行影不离的人（物),影子；阴影
812,12,shade,0,n.荫，荫凉处，遮光物，灯畦v为……遮阳，了荫蔽，画阴影，使变暗,荫凉处
813,12,sort,0,n.种类，类别v.分类，整理,种类；类别；分类；整理
814,12,soul,0,n.（人类整体的)精神（状况)，精力，（某种类型的)人，灵玉，心灵，心性,灵魂；心灵
815,12,sound,0,adj.健康的，健全的，完好的;可靠的，牢固的;正确的，明智的，彻底的，充分的,健全的；完好的；可靠的；正确的
816,12,a,0,n.声音，响声,声音；响声
817,12,sour,0,adj.酸的，酸味的【解】adj.易怒的，尖酸刻薄的,易怒的；尖酸刻薄的
818,12,source,0,n.河流的源头，发源地，来源，出处,来源；出处
819,12,advance,0,v.使向前移动;促进;提出（建议等)，提高（重要性、价格等)，使未来事件)提前发生，（作为内借)预先发放n.前进，进展，（（数量、价格、价值等的)增长，增加;预先提供，预付,促进；使(未来事件)；提前发生；前进；进展
820,12,advanced,0,adj.高级的，先进的,高级的；先进的
821,12,advantage,0,n.有利条件，优点，（匹指采取某一步骤而带来的)好处，利益,有利条件；优点
822,12,advice,0,n.劝告，忠告，意见,劝告；忠告
823,12,advise,0,v.劝（忠)告，建议，通知,劝(忠)告；建议
824,12,advisable,0,adj.可取的，适当的,可取的
825,12,advocate,0,vt.拥护，提倡，主张n.拥护者，提倡者，鼓歇者,拥护；提倡；主张；拥护者；提倡者
826,12,aesthetic,0,adj.美学的，艺术的，审美的,美学的；审美的
827,12,affair,0,n.事情，事件，（pl)事务，业务，事态,事情；事件；事务
828,12,affect,0,"影响，(悲伤的)感觉,感动",影响
829,12,affection,0,n.爱，喜爱，爱莫之情，感情,喜爱；感情
830,12,affiliate,0,v.使未属（或附属)于，使成为会员mn.成员，附属机构，分公司,使隶属（或附属)于；附属机构；分公司
831,12,affirm,0,vt.断言，肯定，（（在法庭上)证实，宣装说实话,断言；肯定；证实
832,12,afford,0,v.担负得起，买得起，人花得起（时间)，供给，给予,担负得起；买得起；供给；给予
833,12,breach,0,n.违反〔（法规、协议、职责等)，破坏，中断，裂口，缺口,违反；破坏
834,12,break,0,v.打破，折断，胡坏，使中止，打断，破坏，违反n.打断，中止【解】n.休息时间,打破；弄坏；打断；破坏；违反；休息时间
835,12,breakdown,0,n.倒塌，损坏，故障，垮掉，误竟,倒塌；故障
836,12,breed,0,v.养育，培育，（（使)繁殖，酿成，产生,养育；培育；酿成；产生
837,12,brevity,0,n.简洁，简炼，短暂,简洁；短暂
838,12,coincide,0,vi(with)相符，相一致，同时发生,相符；相一致；同时发生
839,12,collapse,0,vi.倒雪，崩溃，瓦解，(因精疲力竭等原因)倒下，(健康等)震掩，突然失去价值，暴跌n.倒塌，裔溃，瓦解,裔省；暴跌；倒塌；月溃
840,12,colleague,0,n.同事，同僚，同盟,同事；同僚
841,12,collect,0,v.收集，搜集，领取，接走，收（税等)，聚集，堆积,收集；收（税等)
842,12,collection,0,n.收藏（品)，收集（物),收藏（品)；收集（物)
843,12,collective,0,n.集体adj.集体的，共同的,集体的；共同的
844,12,collide,0,vi.碰撞，互撞，冲突，抵触,碰撞
845,12,column,0,n.圆柱，柱状物，列，（报刊中的)专栏,圆柱；专栏
846,12,combat,0,n./v.战斗，搏斗,战斗；搏斗
847,12,combine,0,v(with)（使)结合，（使)化合,结合
848,12,command,0,n.命令，指令;统帅，指挥(权);掌握，运用能力v.命令，指挥，统帅,命令；指挥(权)；掌握；指挥
849,12,commend,0,vt.表扬，称赞，托付，委托,称赞；委托
850,12,comment,0,n.评论，意见vi，(Con/about)发表意见，评论,意见；发表意见；评论
851,12,commerce,0,n.商业，贸易,商业；贸易
852,12,commercial,0,adj.商业的，贸易的,商业的；贸易的
853,12,commission,0,n.委员会，委任，委托（书)，代办，佣金，手续费,委员会；委任
854,12,commit,0,vt.把……交托给，提交；犯（错误)，干（坏事),把……交托给；犯（错误)
855,12,committee,0,n.委员会，全体委员,委员会
856,12,commodity,0,n.商品，物品,商品
857,12,common,0,adj.普通的，常见的，共同的，公共的n.(in)公用，公有；公用草地,普通的；常见的；共同的
858,12,communicate,0,"传达，表达，交流，通讯,通话",传达；表达；交流
859,12,communication,0,n.通讯，传达，交流;通讯系统，交通（工具),交流
860,12,communism,0,n.共产主义，共产主义学说，共产主义制度,共产主义
861,12,community,0,n.社区，同一地区的全体居民；共同体,社区；共同体
862,12,detect,0,vt.探测，检测，测出察觉，发现，查明,测出；察觉；发现
863,12,deter,0,v.阻挠，阻止，威敢，使不敢,阻止；威慑
864,12,deteriorate,0,v（使)恶化，（（使)退化,（使)恶化；(使)退化
865,12,determine,0,vv决定，决心;确定，限定,决定；确定
866,12,develop,0,v.发展，开发，（（照片)冲洗，显影，发育，生长,发展；开发；发育；生长
867,12,device,0,n.装置，设备，方法,装置；设备
868,12,devise,0,v.必设计，发明,设计；发明
869,12,ensure,0,vt.确保，保证，担保，保证给予,确保；保证
870,12,entail,0,vt.使（某事物)必要，牵涉，需要，带来，引起;限定（地产)继承人n.（（地产的)限定继承,使（某事物)必要；牵涉；需要
871,12,indeed,0,adv.确实，实在;真正地,确实；真正地
872,12,independence,0,n.独立，自主,独立；自主
873,12,independent,0,adj.独立的，自主的，私营的;无党派的,独立的；私营的
874,12,index,0,n.索引，指标，标志，指数v.附以索引，编入索引,指标；标志；指数
875,12,mere,0,adj.仅仅的，只不过;纯粹的，极小的，极不重要的,仅仅的；只不过；纯粹的
876,12,merely,0,adv.仅，只，不过,仅；只
877,12,plausible,0,adj.（论点等)狐似有理的，（（说法等)似乎有道理的，花言巧语的，（指人)能说会道的（尤指行骗),狐似有理的；似乎有道理的
878,12,plea,0,n.居求，请求;答辩，辨护，辩解，托词，借口,层求；请求；辩护
879,12,plead,0,v.层求，请求，答辩，辩护，以…为理由，以…为借口（尤指因未做某事或做错某事),恳求；请求；辩护
880,12,plot,0,v.（plotted，plotting)绘制，标绘;密谋，策划n.小块土地;情节；阴谋，秘密计划,密谋；策划；情节
881,12,policy,0,n.政策，方针,政策
882,12,polite,0,adj.有礼瑶的，客气的，有教养的，文雅的,有礼狐的；客气的
883,12,political,0,adj.政治的,政治的
884,12,politician,0,n.政治家，政客,政治家；政客
885,12,politics,0,n.政治，政治学，政纲，政见,政治；政治学
886,12,poll,0,n.民意测验;投票，投票结果，（（pl.)政治选举，大选,民意测验；投票；政治选举
887,12,ponder,0,v.沉思，考虑；衡量，估量;回想，回顾,沉思；考虑
888,13,beam,0,n.（（光线的)束，柱，（（横)梁，术条v.微笑，发光，照射,（光线的)柬；微笑
889,13,become,0,v.成为，变得;适宜，同……相称；使(人)显得漂亮，使好看,成为；变得
890,13,deprive,0,v.(of)剥夺，使丧失,剥夺；使丧失
891,13,derive,0,v.取得，得到，妃溯……的起源（（或来由),得到；追溯……的起源（或来由)
892,13,describe,0,vt.形容，描述,形容；描述
893,13,description,0,n.描述，形容，种类，类型,描述；形容
894,13,deserve,0,vt.值得，应得,值得；应得
895,13,design,0,v.设计，绘制nm设计，图样,设计
896,13,designate,0,vt.指明，标明，指定，指派,指明；指定
897,13,desirable,0,adj.称心的，合意的,称心的；合意的
898,13,desire,0,vt.希望，渴望nm愿望，和欲望，要求,光望；欲望；要求
899,13,flaw,0,n.和裂缝，缺陷，缺点,缺陷；缺点
900,13,flexible,0,adj.和柔韧的，易弯曲的，可变通的,可变通的
901,13,fling,0,Vv（用力)扔，掷，抛，丢,
902,13,flourish,0,流畅的曲线，炉耀v茂已，繁荣，兴旺，挥舞，舞动;炉握,繁荣；兴旺
903,13,grow,0,v.成为;增长，生长，成长种植，栽种,增长；生长；成长；种植
904,13,grown-up,0,adj.成熟的，成人的n.成年人,成熟的；成年人
905,13,growth,0,n.生长，增长，发展,生长
906,13,hinder,0,v.芒碍，阻止adj.后面的，后部的,妨碍；阻止
907,13,hint,0,n.上暗示;建议，线索，细微的迹象v，(to)暗示，示意,瞳示；示意
908,13,hitherto,0,adv.到目前为止，迄今,到目前为目；启今
909,13,impact,0,n.冲击，撞击，影响，作用vt.压紧，对某事物有影响,影响；对某事物有影响
910,13,impair,0,削弱，减少，损害，损伤,削弱；损害；损伤
911,13,impart,0,vt.给予，传授，告知，透露,传授
912,13,implement,0,vt.实施，执行，贯彻mn工具，器具，用具,实施；执行；贯彻；工具
913,13,implication,0,n.含意，暗示,含意；暗示
914,13,implicit,0,adj.(in)不言明的，含荤的;无疑问的，绝对的,不言明的；含营的
915,13,imply,0,vt.意指，意味着，暗示,意味着；暗示
916,13,import,0,v.进口，输入nm进口，输入，进口商品，进口物资;重要性，售意，意思,进口；进口商品；含意
917,13,importance,0,n.重要（性)，重大,重要（性)
918,13,important,0,adj.重要的，重大的;有权力的,重要的；重大的
919,13,impose,0,v(on，upon)征（税)，加（负担、和王罚等)于，把…强加于利用，占便宜,加【和负担、每罚等)于；把…强加于
920,13,impress,0,v.(Con)印，盖印，留下印象，使钦佩;铭记n.压痕，印记,留下印象；使钦佩
921,13,impression,0,n.印象，感想，压印，压痕，滑智模仿，印次，印数,印象；感想
922,13,impressive,0,adj.给人深刻印象的，感人的,给人深刻印象的
923,13,improve,0,v.改善，增进，提高,改善；提高
924,13,impulse,0,n.推动力，驱动;冲动，一时的念头，脉冲,推动力；冲动；一时的念头
925,13,limit,0,n.界限，限度，范围v.限制，限定,限度；限制；限定
926,13,limitation,0,n.限制，局限性,限制；局限性
927,13,limited,0,adj.有限的，被限制的，（（企业等)有限责任的,有限的
928,13,origin,0,n.起源，由来，（pl.)出身，血统,起源；出身
929,13,original,0,adj.最初的，原始的，原先的，新颖的，有独创性的n.原物，原作，原文,最初的；新颖的；原作；原文
930,13,originate,0,v.发源，产生，引起，开创，发明,发源；开创；发明
931,13,petition,0,"n,请愿，请愿书，(向法院递交的)申请书，正式的请求v.向…请愿，正式请求，要求",请愿书
932,13,phase,0,n.阶段，时期，相，相位,阶段；时期
933,13,phenomenon,0,n.现象，非凡的人、物或事,现象
934,13,philosopher,0,n.哲学家，哲人,哲学家
935,13,philosophy,0,n.哲学,哲学
936,13,phrase,0,n.短语，词语，习语,短语；习语
937,13,physical,0,adj.自然科学的，物理的;肉体的，身体的;物质的，有形的,物理的；身体的；物质的
